epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,36.8681,1.10224,1.47569,0.94193,0.01226,0.23333,0.10625,0.0681,1.35072,3.39597,0.93648,0.0003865,0.0003865,0.0003865
37,37.8426,1.08849,1.53711,0.89623,0.01226,0.23333,0.10625,0.0681,1.35072,3.39597,0.93648,0.000391367,0.000391367,0.000391367
38,38.7306,1.01195,1.39147,0.94486,0.01382,0.45,0.13588,0.08098,1.3288,3.35437,0.93222,0.000395904,0.000395904,0.000395904
39,39.6912,1.03239,1.41383,0.9402,0.01562,0.46667,0.17259,0.11315,1.29574,3.29045,0.92837,0.000400112,0.000400112,0.000400112
40,40.6287,1.00069,1.42964,0.94121,0.01562,0.46667,0.17259,0.11315,1.29574,3.29045,0.92837,0.000403989,0.000403989,0.000403989
41,41.5386,0.93579,1.35864,0.90014,0.01484,0.46667,0.27637,0.20687,1.2975,3.19374,0.92383,0.000407537,0.000407537,0.000407537
42,42.4467,1.00185,1.38717,0.89792,0.01448,0.48333,0.35148,0.23565,1.26621,3.09268,0.91286,0.000410755,0.000410755,0.000410755
43,43.3992,1.00229,1.35265,0.93513,0.01448,0.48333,0.35148,0.23565,1.26621,3.09268,0.91286,0.000413643,0.000413643,0.000413643
44,44.3659,0.98315,1.32027,0.92774,1,0.03294,0.35873,0.2508,1.25846,2.96454,0.9098,0.000416201,0.000416201,0.000416201
45,45.2051,0.90281,1.38844,0.88736,1,0.03294,0.35873,0.2508,1.25846,2.96454,0.9098,0.000418429,0.000418429,0.000418429
46,46.1607,0.95597,1.40915,0.90403,1,0.02998,0.35232,0.25242,1.24581,2.85816,0.9154,0.000420328,0.000420328,0.000420328
47,47.3722,0.98018,1.45764,0.88376,1,0.02998,0.35232,0.25242,1.24581,2.85816,0.9154,0.000421896,0.000421896,0.000421896
48,48.3187,0.9722,1.32598,0.92099,1,0.02982,0.45224,0.35799,1.19406,2.72633,0.9307,0.000423135,0.000423135,0.000423135
49,49.1854,0.92712,1.32947,0.88828,1,0.02982,0.45224,0.35799,1.19406,2.72633,0.9307,0.000424044,0.000424044,0.000424044
50,50.1521,1.01896,1.31397,0.92093,1,0.04924,0.45687,0.36427,1.22479,2.63422,0.9395,0.000424623,0.000424623,0.000424623
51,51.1134,1.00221,1.41316,0.91417,1,0.04924,0.45687,0.36427,1.22479,2.63422,0.9395,0.000420665,0.000420665,0.000420665
52,52.0474,1.05631,1.46387,0.9197,1,0.07034,0.46714,0.35182,1.25919,2.52271,0.93504,0.000412418,0.000412418,0.000412418
53,53.0534,0.87461,1.22499,0.90587,1,0.07034,0.46714,0.35182,1.25919,2.52271,0.93504,0.000404172,0.000404172,0.000404172
54,54.039,0.93637,1.33753,0.91994,0.98304,0.08333,0.46713,0.32155,1.32699,2.45524,0.94382,0.000395925,0.000395925,0.000395925
55,54.9388,0.89026,1.26124,0.90803,0.98304,0.08333,0.46713,0.32155,1.32699,2.45524,0.94382,0.000387678,0.000387678,0.000387678
56,55.8128,0.98368,1.5127,0.95191,0.97007,0.09526,0.46967,0.31103,1.338,2.39745,0.94732,0.000379431,0.000379431,0.000379431
57,56.745,0.89153,1.15643,0.93547,0.97007,0.09526,0.46967,0.31103,1.338,2.39745,0.94732,0.000371185,0.000371185,0.000371185
58,57.6544,0.91171,1.34066,0.92015,0.97383,0.11119,0.46965,0.32969,1.28869,2.2927,0.94254,0.000362938,0.000362938,0.000362938
59,58.5673,0.96244,1.275,0.87404,0.97383,0.11119,0.46965,0.32969,1.28869,2.2927,0.94254,0.000354691,0.000354691,0.000354691
60,59.561,0.94158,1.24199,0.91448,1,0.11182,0.47729,0.33723,1.24985,2.22908,0.9387,0.000346445,0.000346445,0.000346445
61,60.4228,0.88367,1.24599,0.87659,1,0.11182,0.47729,0.33723,1.24985,2.22908,0.9387,0.000338198,0.000338198,0.000338198
62,61.3361,0.86326,1.13158,0.89179,0.97419,0.11288,0.46706,0.37391,1.21841,2.19309,0.93911,0.000329951,0.000329951,0.000329951
63,62.2877,0.82605,1.17481,0.91549,0.97419,0.11288,0.46706,0.37391,1.21841,2.19309,0.93911,0.000321705,0.000321705,0.000321705
64,63.2621,0.80518,1.1692,0.8544,1,0.11382,0.4773,0.37791,1.27318,2.2043,0.94907,0.000313458,0.000313458,0.000313458
65,64.1015,0.87756,1.21802,0.89263,1,0.11382,0.4773,0.37791,1.27318,2.2043,0.94907,0.000305211,0.000305211,0.000305211
66,65.1028,0.84586,1.35376,0.88788,1,0.11588,0.47591,0.34602,1.32374,2.19876,0.95649,0.000296964,0.000296964,0.000296964
67,66.0635,0.93038,1.30202,0.90023,1,0.11588,0.47591,0.34602,1.32374,2.19876,0.95649,0.000288718,0.000288718,0.000288718
68,66.9468,0.89054,1.26536,0.90993,0.95435,0.23333,0.4642,0.34423,1.31246,2.12026,0.96427,0.000280471,0.000280471,0.000280471
69,68.0384,0.88542,1.14978,0.88623,0.95435,0.23333,0.4642,0.34423,1.31246,2.12026,0.96427,0.000272224,0.000272224,0.000272224
70,69.0675,0.75166,1.09862,0.85649,0.9115,0.43333,0.47274,0.37136,1.29984,2.05389,0.96626,0.000263978,0.000263978,0.000263978
71,70.0836,0.76506,1.2437,0.84802,0.9115,0.43333,0.47274,0.37136,1.29984,2.05389,0.96626,0.000255731,0.000255731,0.000255731
72,71.0265,0.77556,1.10523,0.87843,0.87357,0.45171,0.47071,0.36823,1.29887,1.98734,0.97083,0.000247484,0.000247484,0.000247484
73,72.035,0.89263,1.14143,0.86995,0.87357,0.45171,0.47071,0.36823,1.29887,1.98734,0.97083,0.000239238,0.000239238,0.000239238
74,73.0445,0.85101,1.23615,0.87238,0.85339,0.46123,0.46907,0.36863,1.2646,1.90298,0.96417,0.000230991,0.000230991,0.000230991
75,74.039,0.82844,1.19795,0.8597,0.85339,0.46123,0.46907,0.36863,1.2646,1.90298,0.96417,0.000222744,0.000222744,0.000222744
76,74.8948,0.79757,1.10729,0.88739,0.85131,0.46207,0.4707,0.35165,1.22828,1.81086,0.96043,0.000214497,0.000214497,0.000214497
77,75.9758,0.8055,1.06744,0.86236,0.85131,0.46207,0.4707,0.35165,1.22828,1.81086,0.96043,0.000206251,0.000206251,0.000206251
78,76.9513,0.74766,1.12509,0.8811,0.86519,0.44547,0.4741,0.353,1.23158,1.74781,0.96346,0.000198004,0.000198004,0.000198004
79,78.2693,0.8172,1.1851,0.91034,0.86519,0.44547,0.4741,0.353,1.23158,1.74781,0.96346,0.000189757,0.000189757,0.000189757
80,79.1671,0.78015,1.07047,0.88994,0.87342,0.43333,0.47589,0.35235,1.2596,1.68658,0.97662,0.000181511,0.000181511,0.000181511
81,80.1628,0.75026,1.04395,0.83641,0.87342,0.43333,0.47589,0.35235,1.2596,1.68658,0.97662,0.000173264,0.000173264,0.000173264
82,81.2538,0.85803,1.16442,0.89137,0.90205,0.42967,0.47728,0.35278,1.27625,1.66485,0.98454,0.000165017,0.000165017,0.000165017
83,82.3273,0.75274,1.06517,0.90516,0.90205,0.42967,0.47728,0.35278,1.27625,1.66485,0.98454,0.000156771,0.000156771,0.000156771
84,83.1598,0.82174,1.26166,0.88557,0.91102,0.42321,0.47727,0.34146,1.27445,1.62917,0.98667,0.000148524,0.000148524,0.000148524
85,84.3413,0.81543,1.06274,0.86282,0.91102,0.42321,0.47727,0.34146,1.27445,1.62917,0.98667,0.000140277,0.000140277,0.000140277
86,85.4028,0.80111,1.07427,0.89522,0.92792,0.41637,0.47727,0.34303,1.26439,1.61571,0.98198,0.000132031,0.000132031,0.000132031
87,86.3846,0.76628,1.154,0.87521,0.92792,0.41637,0.47727,0.34303,1.26439,1.61571,0.98198,0.000123784,0.000123784,0.000123784
88,87.2882,0.76728,1.06009,0.86704,0.94399,0.41428,0.47966,0.35373,1.22227,1.50754,0.96209,0.000115537,0.000115537,0.000115537
89,88.2294,0.73279,0.95758,0.86999,0.94399,0.41428,0.47966,0.35373,1.22227,1.50754,0.96209,0.00010729,0.00010729,0.00010729
90,89.2307,0.73554,1.01262,0.85288,0.95484,0.41398,0.47509,0.33349,1.2411,1.56291,0.96843,9.90437e-05,9.90437e-05,9.90437e-05
91,91.1911,0.90269,1.42225,0.89194,0.95484,0.41398,0.47509,0.33349,1.2411,1.56291,0.96843,9.0797e-05,9.0797e-05,9.0797e-05
92,92.2444,0.82033,1.30939,0.87282,0.96569,0.41667,0.47707,0.33326,1.24181,1.51559,0.9771,8.25503e-05,8.25503e-05,8.25503e-05
93,93.2008,0.80458,1.3324,0.85863,0.96569,0.41667,0.47707,0.33326,1.24181,1.51559,0.9771,7.43036e-05,7.43036e-05,7.43036e-05
94,94.0956,0.77681,1.3363,0.87485,0.96966,0.41667,0.48291,0.32813,1.23394,1.46405,0.97545,6.60569e-05,6.60569e-05,6.60569e-05
95,94.9963,0.75859,1.26058,0.87606,0.96966,0.41667,0.48291,0.32813,1.23394,1.46405,0.97545,5.78102e-05,5.78102e-05,5.78102e-05
96,95.9534,0.81952,1.45437,0.85259,0.98183,0.42045,0.48394,0.32719,1.22573,1.43914,0.95811,4.95635e-05,4.95635e-05,4.95635e-05
97,96.8364,0.77566,1.30604,0.8625,0.98183,0.42045,0.48394,0.32719,1.22573,1.43914,0.95811,4.13168e-05,4.13168e-05,4.13168e-05
98,97.7243,0.78683,1.36194,0.88252,0.97674,0.42309,0.4836,0.32643,1.21957,1.43939,0.96568,3.30701e-05,3.30701e-05,3.30701e-05
99,98.6637,0.8549,1.33558,0.90935,0.97674,0.42309,0.4836,0.32643,1.21957,1.43939,0.96568,2.48234e-05,2.48234e-05,2.48234e-05
100,99.5753,0.75706,1.23945,0.8548,0.96875,0.42518,0.4824,0.32579,1.22862,1.43696,0.96834,1.65767e-05,1.65767e-05,1.65767e-05
